work_key,title,evidence_set,dominant_contribution,venue,primary_url,interaction_interfaces,risk_or_property,interaction_dependence,paper_path,note_depth,system_studied,multi_agent_dependency,threat_actor,attacker_capabilities,main_contribution,attack_or_failure,defense_mechanism,evaluation,sok_relevance,source_review_status,current_scope_reason,current_membership_reason
doi:10.5281/zenodo.17812179,LLM Hijacking: When Models Manipulate Their Routers,set2_emerging,attack,Zenodo (CERN European Organization for Nuclear Research),,I2_communication_routing;I4_delegation_action,unspecified,interaction_dependent_mechanism,papers/attacks/zenodo/2025_llm_hijacking_when_models_manipulate_their_routers.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2507.13038,MAD-Spear: A Conformity-Driven Prompt Injection Attack on Multi-Agent Debate Systems,set2_emerging,attack,arXiv.org,https://www.semanticscholar.org/paper/1115a843e8f3d142180f807c97f71cde65d2ad12,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,composition_induced,papers/attacks/arxiv/2025_mad_spear_a_conformity_driven_prompt_injection_attack_on_multi_agent_deb.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=4. Does not yet meet the Set 1 maturity rule.
arxiv:2512.03097,Many-to-One Adversarial Consensus: Exposing Multi-Agent Collusion Risks in AI-Based Healthcare,set2_emerging,attack,arXiv.org,https://www.semanticscholar.org/paper/bf43fd628552fac551b2d80f188c2c600926773a,I5_aggregation_outcome,R2_collusion_coordination;R3_collective_integrity;R7_availability_cost,structurally_multi_agent,papers/attacks/arxiv/2025_many_to_one_adversarial_consensus_exposing_multi_agent_collusion_risks_i.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,set2_emerging,defense,arXiv,https://arxiv.org/abs/2505.04799,I2_communication_routing;I4_delegation_action;I6_observation_defense,R5_private_data_leakage,interaction_dependent_mechanism,papers/defenses/arxiv/2025_cui_maris.md,detailed,"Multi-agent collaboration with messages, LLM calls, tools, users, and sensitive data flows.",Policies constrain which principals and endpoints may receive data across agent boundaries.,"Eavesdroppers, injected instructions, or over-privileged agents.",Cause data to flow along unauthorized message or tool paths.,Maris embeds reference monitors into agent communication and offers a policy language and formal verification for fine-grained information-flow enforcement.,Sensitive content is forwarded or elicited outside its permitted context.,Runtime reference monitors plus formally checked flow policies.,Prototype multi-agent applications.,"Defense loci are message, tool, and shared state; function is prevention.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,set2_emerging,evaluation,arXiv,https://arxiv.org/abs/2505.20824,unspecified,unspecified,interaction_dependent_mechanism,papers/evaluations/arxiv/2025_chen_medsentry.md,detailed,"Five-agent medical collaborations instantiated as layered, shared-pool, centralized, and decentralized topologies.","One insider agent introduces harmful medical content whose influence and containment depend on information routing, aggregation, redundancy, and isolation across the four topologies.",A compromised insider agent prompted with a dark-personality role and a harmful medical request.,The malicious member participates through the topology's ordinary communication channels and can conceal intent in its utterances.,"MedSentry contributes 5,000 adversarial medical prompts spanning 25 topics and 100 subtopics, an attack-defense pipeline over four MAS topologies, and a topology-aware personality screening and correction defense. The paper compares safety under baseline, attack, and defense conditions.",A dark-personality insider injects harmful guidance that propagates or is aggregated by the MAS.,"PCDC uses psychometric screening, behavioral verification, risk scoring, topology-aware isolation, and replacement or rehabilitation.","Medical MAS using GPT-4o, Claude-3.7, DeepSeek-V3, GPT-3.5-turbo, and Llama-family models in the reported analyses.","The same malicious-member mechanism produces topology-dependent collective outcomes, making architecture part of the evaluation contract.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2512.16279,QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/6e9b992946fbc6c608fe7b45ddeab9ed83ae6e5d,I2_communication_routing;I4_delegation_action;I6_observation_defense,unspecified,interaction_dependent_mechanism,papers/defenses/arxiv/2025_quadsentinel_sequent_safety_for_machine_checkable_control_in_multi_agent.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2506.11083,RedDebate: Safer Responses through Multi-Agent Red Teaming Debates,set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/89b908678883095f8a2eda436bb5aac623b4e18e,I3_state_memory;I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity,interaction_dependent_mechanism,papers/evaluations/arxiv/2025_reddebate_safer_responses_through_multi_agent_red_teaming_debates.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2510.19420,Securing Multi-Agent Systems Against Corruptions via Node Contribution Backpropagation,set2_emerging,defense,,https://www.semanticscholar.org/paper/19ed9b8d65821da821509212ad4aa878fa73b704,I2_communication_routing;I6_observation_defense,R1_propagation_persistence,interaction_amplified,papers/defenses/arxiv/2025_securing_multi_agent_systems_against_corruptions_via_node_contribution_b.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=3. Does not yet meet the Set 1 maturity rule.
arxiv:2510.14312,"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies",set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/450f3603e3a1f679e79f72a9f5b16214a0eb84ba,I2_communication_routing;I4_delegation_action,R5_private_data_leakage,interaction_dependent_mechanism,papers/evaluations/arxiv/2025_terrarium_revisiting_the_blackboard_for_multi_agent_safety_privacy_and_s.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=7. Does not yet meet the Set 1 maturity rule.
lupinacci2025darkside,The Dark Side of LLMs: Agent-based Attack Vectors for System-level Compromise,set2_emerging,attack,arXiv,https://arxiv.org/abs/2507.06850,I2_communication_routing,unspecified,interaction_dependent_mechanism,papers/attacks/arxiv/2025_lupinacci_dark_side.md,detailed,"Tool-capable LLM agents exposed through direct prompts, poisoned retrieval, or requests from peer agents across an inter-agent trust boundary.","The MAS-specific attack succeeds when a victim treats a peer agent as more trusted than an equivalent user or retrieved instruction. The security failure depends on who sends the same payload, not only on payload content.",,,"The paper compares three paths from natural-language influence to host-level compromise: direct prompt injection, RAG backdoors, and Inter-Agent Trust Exploitation. It tests whether peer-agent requests bypass refusals observed at other trust boundaries.",,,,"- Included concepts: malicious peer, provenance, tool authority, and confused deputy behavior. - Taxonomy implications: the mechanism is peer influence; the system property violated is compositional authorization. - Supported research questions: whether local refusal behavior composes across sender identities and delegated trust. - Important limitations: the inter-agent result measures the paper's controlled tasks and models and is not a general guarantee of universal compromise.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
he2025atrust,To Trust or Not to Trust: Attention-based Trust Management for LLM Multi-Agent Systems,set2_emerging,defense,arXiv,https://arxiv.org/abs/2506.02546,I1_boundary_admission;I2_communication_routing,unspecified,interaction_dependent_mechanism,papers/defenses/arxiv/2025_he_a_trust.md,detailed,LLM agents that receive heterogeneous peer messages during collaboration.,Trust scores estimate the reliability of peer communications and modulate their influence on the receiver.,"Unreliable, biased, deceptive, toxic, irrelevant, or low-quality member agents.",Send protocol-valid but untrustworthy messages.,"A-Trust defines six communication trust dimensions, derives an attention-based trust score, and uses it to filter or down-weight peer messages.",Unreliable contributions receive equal influence under ordinary aggregation.,Attention-derived multi-dimensional trust scoring and message filtering.,Several LLM-agent configurations.,Defense locus is message/coordination; functions are detection and prevention.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
