work_key,title,evidence_set,dominant_contribution,venue,primary_url,doi,arxiv_id,paper_path,note_status,scope_reason_current,interaction_dependence_current,risk_or_property_current,system_studied,multi_agent_dependency,threat_or_security_model,attack_or_failure,defense,evaluation,sok_relevance,security_hits,interaction_hits,weak_hits,triage,final_verdict,recommendation,final_reason,source_checked
xu2026trust_paradox,The Trust Paradox in LLM-Based Multi-Agent Systems: When Collaboration Becomes a Security Vulnerability,set1_core,evaluation,IEEE Transactions on Computational Social Systems,https://doi.org/10.1109/TCSS.2026.3695070,10.1109/tcss.2026.3695070,2026.36950,papers/evaluations/journals_ieee_transactions_on_computational_social_systems/2026_xu_trust_paradox.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R6_authority_misuse,Closed-loop LLM-MAS workflows in which a parameterized trust level changes how readily agents share information and accept peer requests.,The tested risk is an authorization differential between agents: increasing inter-agent trust improves coordination but also permits more cross-role disclosure and action. Exposure is measured over complete interaction chains rather than one model response.,Peer agents making requests that range from ordinary or emergent to overtly malicious; the study also measures non-adversarial over-sharing.,,,,,adversar;authorization;malicious;security,collab;coordination;inter-agent;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
doi:10.1109/tdsc.2026.3685256,AgentChain: Blockchain-Empowered Multi-Agent Coordination for Trustworthy LLM Question-Answering Systems,set1_core,defense,IEEE Transactions on Dependable and Secure Computing,,10.1109/tdsc.2026.3685256,,papers/defenses/journals_ieee_transactions_on_dependable_and_secure_computing/2026_agentchain_blockchain_empowered_multi_agent_coordination_for_trustworthy.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R3_collective_integrity,,,,,,,,integrity;security,collective;coordination;inter-agent;multi-agent,trustworthy,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
doi:10.1109/tnse.2026.3680460,Topology Linearization for Multi-Agent Systems Security: Mitigating Malicious Propagation via Path Decomposition,set1_core,defense,IEEE Transactions on Network Science and Engineering,,10.1109/tnse.2026.3680460,,papers/defenses/journals_ieee_transactions_on_network_science_and_engineering/2026_topology_linearization_for_multi_agent_systems_security_mitigating_malic.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",composition_induced,R1_propagation_persistence;R7_availability_cost,,,,,,,,malicious;security,inter-agent;multi-agent;topology,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
doi:10.63412/8vgf0b98,Consensus-Driven Metacognition in Multi-Agent Systems: A Logic-Based Byzantine Fault-Tolerant Protocol,set1_core,defense,International Journal of Global Innovations and Solutions,https://www.semanticscholar.org/paper/ac0706db085a89ea13df7586e0248b0d76e147e6,10.63412/8vgf0b98,,papers/defenses/journals_international_journal_of_global_innovations_and_solutions/2026_consensus_driven_metacognition_in_multi_agent_systems_a_logic_based_byza.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R3_collective_integrity,,,,,,,,byzantine;fault-toler;integrity;security,collective;consensus;inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
doi:10.63278/jicrcr.vi.3596,Privacy-Preserving LLM Infrastructure With Multi-Agent Orchestration And RAG-Driven Retrieval,set1_core,defense,Journal of International Crisis and Risk Communication Research,https://www.semanticscholar.org/paper/a474c87418109af091dd73f3e46c231fac107790,10.63278/jicrcr.vi.3596,,papers/defenses/journals_journal_of_international_crisis_and_risk_communication_resea/2026_privacy_preserving_llm_infrastructure_with_multi_agent_orchestration_and.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",composition_induced,R5_private_data_leakage,,,,,,,,leak;privacy;security,inter-agent;multi-agent;orchestrat,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
doi:10.1145/3770854.3780202,Robust LLM-based Multi-Agent System with Action Negotiation and Sharing Redundancy Enhancement,set1_core,defense,Knowledge Discovery and Data Mining,,10.1145/3770854.3780202,,papers/defenses/kdd/2026_robust_llm_based_multi_agent_system_with_action_negotiation_and_sharing.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,unspecified,,,,,,,,security,inter-agent;multi-agent,robust,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv_2508_07667,1-2-3 Check: Enhancing Contextual Privacy in LLM via Multi-Agent Reasoning,set2_emerging,defense,LLMSEC 2025 Workshop,https://aclanthology.org/2025.llmsec-1.9/,,2508.07667,papers/defenses/llmsec_workshop/2025_li_1_2_3_check_enhancing_contextual_privacy_in_llm.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",composition_induced,R1_propagation_persistence;R5_private_data_leakage,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,,,,,leak;privacy;security,inter-agent;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
zhou2025guardian,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,set1_core,defense,NeurIPS,https://proceedings.neurips.cc/paper_files/paper/2025/hash/0bc795afae289ed465a65a3b4b1f4eb7-Abstract-Conference.html,,2505.19234,papers/defenses/neurips/2025_zhou_guardian.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence,Multi-turn LLM-agent collaborations represented as temporal attributed graphs.,The method detects anomalous nodes and edges from changing cross-agent interactions and prunes suspicious communication.,Compromised communicating agents.,,,,,compromis;security,collab;communication;cross-agent;inter-agent;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
arxiv:5154.37952,SecureGov-Agent: A Governance-Centric Multi-Agent Framework for Privacy-Preserving and Attack-Resilient LLM Agents,set1_core,defense,Proceedings of the 2025 6th International Conference on Computer Science and Management Technology,https://doi.org/10.1145/3795154.3795296,10.1145/3795154.3795296,5154.37952,papers/defenses/proceedings_of_the_2025_6th_international_conference_on_computer_scien/2025_securegov_agent_a_governance_centric_multi_agent_framework_for_privacy_p.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R5_private_data_leakage;R7_availability_cost,,,,,,,,attack;leak;privacy;secure;security,inter-agent;multi-agent,governance,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
doi:10.2139/ssrn.7127218,"Nexus Protocol: A Cryptographically Secure, Zero-Latency Semantic Routing Engine for Multi-Agent Systems",set2_emerging,defense,SSRN Electronic Journal,,10.2139/ssrn.7127218,,papers/defenses/ssrn/2026_nexus_protocol_a_cryptographically_secure_zero_latency_semantic_routing.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R7_availability_cost,,,,,,,,secure;security,inter-agent;multi-agent,,source_check_metadata_security,UNCERTAIN_DISCUSS,lean_remove_source,"Repeated exact-title and DOI searches did not recover a verifiable primary SSRN record for the claimed Nexus Protocol paper. The title is in scope if genuine, but the source-evidence gate is not currently satisfied.",yes_source_pass_or_repeated_source_search
feng2026sentinelnet,SentinelNet: Safeguarding Multi-Agent Collaboration Through Credit-Based Dynamic Threat Detection,set1_core,defense,The Web Conference,https://doi.org/10.1145/3774904.3792462,10.1145/3774904.3792462,4904.37924,papers/defenses/www/2026_feng_sentinelnet.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R3_collective_integrity,Decentralized debating LLM agents with locally maintained neighbor credit.,"Each agent ranks peer messages and removes low-credit neighbors, changing distributed communication paths.",Malicious member agents.,,,,,integrity;malicious;security;threat,collab;collective;communication;inter-agent;message;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
