work_key,title,evidence_set,dominant_contribution,year,venue,peer_reviewed,frozen_citation_count,interaction_interfaces,risk_or_property,interaction_dependence,scope_reason,decision_reason,evidence_basis,evidence_locator,author_signoff_required,human_scope_decision,human_contribution_decision,human_notes
supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials,AI Agents with Decentralized Identifiers and Verifiable Credentials,set1_core,defense,2025,ICAART 2026,yes,2,I4_delegation_action,R6_authority_misuse,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=2. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2511.02841 | corpus/review_queue.csv:paper_section=Methodology and Limitations | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2511.02841,yes,,,
miao2026blindguard,BlindGuard: Safeguarding LLM-based Multi-Agent Systems under Unknown Attacks,set1_core,defense,2025,ACL,yes,0,I2_communication_routing;I3_state_memory;I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2508.08127 | corpus/review_queue.csv:paper_section=Methodology and Limitations | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2508.08127,yes,,,
zou2025blocka2a,BlockA2A: Towards Secure and Verifiable Agent-to-Agent Interoperability,set1_core,defense,2025,arXiv,no,17,I2_communication_routing;I4_delegation_action;I6_observation_defense,unspecified,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=17. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2508.01332 | corpus/review_queue.csv:paper_section=Methodology and Limitations | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2508.01332,yes,,,
doi:10.1145/3674399.3674445,BlockAgents: Towards Byzantine-Robust LLM-Based Multi-Agent Coordination via Blockchain,set1_core,defense,2024,ACM Turing Celebration Conference,yes,12,I5_aggregation_outcome,R3_collective_integrity,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense.,abstract,corpus/review_queue.csv:paper_section=Methodology and Limitations,yes,,,
doi:10.1109/iccces62661.2026.11437027,CAPRI-DP: A Differentially Private Extension to Context-Aware Multi-Agent Privacy Frameworks,set1_core,defense,2026,"2026 5th International Conference on Communication, Computing and Electronics Systems (ICCCES)",yes,0,I4_delegation_action,R5_private_data_leakage,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense.,abstract,corpus/review_queue.csv:paper_section=Introduction and Threat Model,yes,,,
doi:10.63412/8vgf0b98,Consensus-Driven Metacognition in Multi-Agent Systems: A Logic-Based Byzantine Fault-Tolerant Protocol,set1_core,defense,2026,International Journal of Global Innovations and Solutions,yes,0,I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://ijgis.org/home/article/download/67/32 | corpus/review_queue.csv:paper_section=Methodology and Limitations | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://ijgis.org/home/article/download/67/32,yes,,,
doi:10.65109/ydmy4904,ConvPayMAS: Conversational Payment Multi-Agent System with Agent-to-Agent Protocol and Three-Mandate Verification,set1_core,defense,2026,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,yes,0,I4_delegation_action,R6_authority_misuse,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense.,abstract,corpus/review_queue.csv:paper_section=System Model and Defenses,yes,,,
doi:10.1109/icca66035.2025.11430791,Cross-Agent Multimodal Provenance-Aware Framework for Robust Prompt Injection Defense in Large Language and Vision-Language Models,set1_core,defense,2025,International Conferences on Computing Advancements,yes,0,I2_communication_routing;I4_delegation_action;I6_observation_defense,R1_propagation_persistence;R5_private_data_leakage,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,corpus/review_queue.csv:paper_section=Methodology and Limitations,yes,,,
arxiv:2604.13353,Cross-Domain Query Translation for Network Troubleshooting: A Multi-Agent LLM Framework with Privacy Preservation and Self-Reflection,set1_core,defense,2026,2026 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),yes,0,I2_communication_routing,R5_private_data_leakage,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense.,abstract,full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.13353 | corpus/review_queue.csv:paper_section=Methodology and Limitations | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.13353,yes,,,
supp_decentralized_multi_agent_system_with_trust_aware_communication,Decentralized Multi-Agent System with Trust-Aware Communication,set1_core,defense,2025,IEEE ISPA 2025,yes,4,I2_communication_routing;I4_delegation_action,R5_private_data_leakage,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=4. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,full_text,blocked-source-review/blocked-source-resolution-0/resolved_0.jsonl:pdf_url=https://arxiv.org/pdf/2512.02410 | full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.02410 | corpus/review_queue.csv:evidence_locator=blocked-source-review/blocked-source-resolution-0/resolved_0.jsonl:pdf_url=https://arxiv.org/pdf/2512.02410 | full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.02410,yes,,,
supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,Enhancing Robustness of LLM-Driven Multi-Agent Systems through Randomized Smoothing,set1_core,defense,2025,Chinese Journal of Aeronautics,yes,0,I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,corpus/review_queue.csv:paper_section=Methodology and Limitations,yes,,,
doi:10.3390/electronics15112278,Ethical Coordination of LLM Multi-Agent Systems,set1_core,defense,2026,Electronics,yes,0,I2_communication_routing;I4_delegation_action,R6_authority_misuse,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense.,abstract,corpus/review_queue.csv:paper_section=Methodology and Limitations,yes,,,
pan2026xgguard,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,set1_core,defense,2025,ACL,yes,0,I6_observation_defense,unspecified,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.18733 | corpus/review_queue.csv:paper_section=Methodology and Limitations | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.18733,yes,,,
wang2025gsafeguard,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,set1_core,defense,2025,ACL,yes,8,I2_communication_routing,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=8. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2502.11127 | corpus/review_queue.csv:paper_section=Methodology and Limitations | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2502.11127,yes,,,
zhou2025guardian,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,set1_core,defense,2025,NeurIPS,yes,28,I4_delegation_action,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=28. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2505.19234 | corpus/review_queue.csv:paper_section=Methodology and Limitations | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2505.19234,yes,,,
doi:10.1109/apsec66846.2025.00086,MAJD: Intent-Aware Multi-Agent Framework for Jailbreak Defense,set1_core,defense,2025,Asia-Pacific Software Engineering Conference,yes,0,I1_boundary_admission;I4_delegation_action,unspecified,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,corpus/review_queue.csv:paper_section=Defenses,yes,,,
supp_min_trust_a_minimum_necessary_information_trust_orchestration_framework_for_mult,MIN-Trust: A Minimum Necessary Information Trust Orchestration Framework for Multi-Agent Collaboration,set1_core,defense,2026,GAIE 2026,yes,5,I2_communication_routing,R5_private_data_leakage,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=5. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,corpus/review_queue.csv:paper_section=Methodology and Limitations,yes,,,
doi:10.47392/irjaeh.2026.0548,Multi-Agent Semantic Drift Detection and Self-Correction in Cybersecurity LLM Pipelines,set3_context,defense,2026,International Research Journal on Advanced Engineering Hub (IRJAEH),yes,0,I2_communication_routing;I4_delegation_action,unspecified,unclear,2026-08-21 named secondary membership signoff: moved to set3_context. The named human decision covers corpus membership only; source evidence verification remains pending.,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense. 2026-08-21 named secondary membership signoff by expiol: set1_core -> set3_context; dominant_contribution retained as defense.,abstract,corpus/review_queue.csv:paper_section=Methodology and Limitations,no,move_set3,,
supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning,set1_core,defense,2025,IEEE IRI 2025,yes,2,I2_communication_routing;I4_delegation_action,unspecified,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=2. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,corpus/review_queue.csv:paper_section=Methodology and Limitations,yes,,,
doi:10.3390/app16042157,Privacy-by-Design in AI-Assisted Systems for Caregivers of Children with Autism: A Secure Multi-Agent Architecture,set1_core,defense,2026,Applied Sciences,yes,1,I1_boundary_admission;I2_communication_routing;I6_observation_defense,R5_private_data_leakage,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=1. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,corpus/review_queue.csv:paper_section=Methodology and Limitations,yes,,,
