work_key,canonical_paper_id,title,identifier_type,identifier,identifier_status,observed_in_routes
arxiv:2502.18515,,Securing Smart Contract Languages with a Unified Agentic Framework for Vulnerability Repair in Solidity and Move,arxiv,2502.18515,canonical,search:doi:10.1109/aiware69974.2025.00032
arxiv:2502.18652,,Independent Mobility GPT (IDM-GPT): A Self-Supervised Multi-Agent Large Language Model Framework for Customized Traffic Mobility Analysis Using Machine Learning Models,arxiv,2502.18652,canonical,search:arxiv:2502.18652
arxiv:2502.20383,,Why Are Web AI Agents More Vulnerable Than Standalone LLMs? A Security Analysis,arxiv,2502.20383,canonical,search:arxiv:2502.20383
arxiv:2503.01829,,Persuade Me if You Can: A Framework for Evaluating Persuasion Effectiveness and Susceptibility Among Large Language Models,arxiv,2503.01829,canonical,broad:doi:10.1145/3786335.3813181;peerfirst:doi:10.1145/3786335.3813181;search:doi:10.1145/3786335.3813181;targeted:doi:10.1145/3786335.3813181;venue:acm_cais_2026:10_1145_3786335_3813181
mao2025agentsafe,mao2025agentsafe,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,arxiv,2503.04392,canonical,broad:arxiv:2503.04392;canonical:mao2025agentsafe;peerfirst:arxiv:2503.04392;search:arxiv:2503.04392;targeted:arxiv:2503.04392
arxiv:2503.06791,,AutoMisty: A Multi-Agent LLM Framework for Automated Code Generation in the Misty Social Robot,arxiv,2503.06791,canonical,broad:doi:10.1109/iros60139.2025.11247695;peerfirst:doi:10.1109/iros60139.2025.11247695;search:doi:10.1109/iros60139.2025.11247695;targeted:doi:10.1109/iros60139.2025.11247695;venue:ieee_rjs_international_conference_on_intelligent_robots_and_systems:10_1109_iros60139_2025_11247695
yu2025trustworthyagents,yu2025trustworthyagents,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,arxiv,2503.09648,route_alias,search:doi:10.1145/3711896.3736561;structured-exclude:yu2025trustworthy_preprint
arxiv:2503.10049,,Enhancing Multi-Agent Systems via Reinforcement Learning with LLM-Based Planner and Graph-Based Policy,arxiv,2503.10049,canonical,search:doi:10.1109/icra55743.2025.11127486
triedman2025malicious_code,triedman2025malicious_code,Multi-Agent Systems Execute Arbitrary Malicious Code,arxiv,2503.12188,canonical,broad:arxiv:2503.12188;peerfirst:arxiv:2503.12188;search:arxiv:2503.12188;targeted:arxiv:2503.12188;venue:colm:10_48550_arxiv_2503_12188
arxiv:2503.12349,,SPIN-Bench: How Well Do LLMs Plan Strategically and Reason Socially?,arxiv,2503.12349,canonical,search:arxiv:2503.12349
arxiv:2503.14948,,ChatStitch: Visualizing Through Structures via Surround-View Unsupervised Deep Image Stitching With Collaborative LLM-Agents,arxiv,2503.14948,canonical,search:doi:10.1109/tcsvt.2025.3622736
arxiv:2503.15552,,Personalized Attacks of Social Engineering in Multi-turn Conversations: LLM Agents for Simulation and Detection,arxiv,2503.15552,canonical,search:arxiv:2503.15552
arxiv:2503.15754,,AutoRedTeamer: Autonomous Red Teaming with Lifelong Attack Integration,arxiv,2503.15754,canonical,search:arxiv:2503.15754
arxiv:2503.20105,,Direct Post-Training Preference Alignment for Multi-Agent Motion Generation Models Using Implicit Feedback from Pre-training Demonstrations,arxiv,2503.20105,canonical,search:arxiv:2503.20105
arxiv:2503.21080,,EmoDebt: Bayesian-Optimized Emotional Intelligence for Strategic Agent-to-Agent Debt Recovery,arxiv,2503.21080,canonical,broad:doi:10.65109/ocsi2038;peerfirst:doi:10.65109/ocsi2038;search:doi:10.65109/ocsi2038;targeted:doi:10.65109/ocsi2038;venue:proceedings_of_the_25th_international_conference_on_autonomous_agents_and_multiagent_systems:10_65109_ocsi2038
arxiv:2503.21735,,GateLens: A reasoning-enhanced LLM agent for automotive software release analytics,arxiv,2503.21735,canonical,search:doi:10.1016/j.jss.2026.112961
arxiv:2503.22038,,Debate-Driven Multi-Agent LLMs for Phishing Email Detection,arxiv,2503.22038,canonical,search:doi:10.1109/isdfs65363.2025.11012014
arxiv:2503.23037,,"Agentic Large Language Models, a survey",arxiv,2503.23037,canonical,search:doi:10.1613/jair.1.18675
arxiv:2503.23138,,EncGPT: A Multi-Agent Workflow for Dynamic Encryption Algorithms,arxiv,2503.23138,canonical,broad:arxiv:2503.23138;search:arxiv:2503.23138;targeted:arxiv:2503.23138
arxiv:2503.23673,,WHERE and WHICH: Iterative Debate for Biomedical Synthetic Data Augmentation,arxiv,2503.23673,canonical,search:arxiv:2503.23673
khan2025agents_under_siege,khan2025agents_under_siege,Agents Under Siege: Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,arxiv,2504.00218,canonical,broad:arxiv:2504.00218;peerfirst:arxiv:2504.00218;search:arxiv:2504.00218;targeted:arxiv:2504.00218;venue:acl:10_18653_v1_2025_acl_long_476
arxiv_2504_00374,arxiv_2504_00374,When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),arxiv,2504.00374,canonical,broad:arxiv:2504.00374;canonical:arxiv_2504_00374;peerfirst:arxiv:2504.00374;search:arxiv:2504.00374;targeted:arxiv:2504.00374
arxiv:2504.00587,,AgentNet: Decentralized Evolutionary Coordination for LLM-based Multi-Agent Systems,arxiv,2504.00587,canonical,search:doi:10.32388/ws0vim
arxiv:2504.01423,,Dynamic Incentive Strategies for Smart EV Charging Stations: A LLM-Driven User Digital Twin Approach,arxiv,2504.01423,canonical,search:doi:10.1109/aaiee64965.2025.11101603
arxiv:2504.01990,,"Advances and Challenges in Foundation Agents: From Brain-Inspired Intelligence to Evolutionary, Collaborative, and Safe Systems",arxiv,2504.01990,canonical,search:arxiv:2504.01990
arxiv:2504.03111,,Les Dissonances: Cross-Tool Harvesting and Polluting in Pool-of-Tools Empowered LLM Agents,arxiv,2504.03111,canonical,search:arxiv:2504.03111
arxiv:2504.03174,,Multi-lingual Multi-turn Automated Red Teaming for LLMs,arxiv,2504.03174,canonical,search:doi:10.18653/v1/2025.trustnlp-main.11
arxiv:2504.04187,,AttackLLM: LLM-based Attack Pattern Generation for an Industrial Control System,arxiv,2504.04187,canonical,search:arxiv:2504.04187
arxiv:2504.05047,,Debate Only When Necessary: Adaptive Multiagent Collaboration for Efficient LLM Reasoning,arxiv,2504.05047,canonical,broad:arxiv:2504.05047;peerfirst:arxiv:2504.05047;search:arxiv:2504.05047
arxiv:2504.05370,,EduPlanner: LLM-Based Multi-Agent Systems for Customized and Intelligent Instructional Design,arxiv,2504.05370,canonical,search:arxiv:2504.05370
arxiv:2504.07461,,Achilles Heel of Distributed Multi-Agent Systems,arxiv,2504.07461,canonical,broad:arxiv:2504.07461;search:arxiv:2504.07461;targeted:arxiv:2504.07461
arxiv:2504.09689,,EmoAgent: Assessing and Safeguarding Human-AI Interaction for Mental Health Safety,arxiv,2504.09689,canonical,search:arxiv:2504.09689
arxiv:2504.12321,,AttentionDefense: Leveraging System Prompt Attention for Explainable Defense Against Novel Jailbreaks,arxiv,2504.12321,canonical,search:doi:10.1109/ijcnn64981.2025.11228703
arxiv:2504.13399,,Towards a Multi-Agent Vision-Language System for Zero-Shot Novel Hazardous Object Detection for Autonomous Driving Safety,arxiv,2504.13399,canonical,search:doi:10.1109/case58245.2025.11163861
arxiv:2504.13515,,Large Language Models for Validating Network Protocol Parsers,arxiv,2504.13515,canonical,search:doi:10.1109/spw67851.2025.00009
arxiv:2504.16489,,Amplified Vulnerabilities: Structured Jailbreak Attacks on LLM-based Multi-Agent Debate,arxiv,2504.16489,canonical,broad:arxiv:2504.16489;search:arxiv:2504.16489;targeted:arxiv:2504.16489
arxiv:2504.17967,,LLM Agent Swarm for Hypothesis-Driven Drug Discovery,arxiv,2504.17967,canonical,search:arxiv:2504.17967
arxiv:2504.18083,,Automating Function-Level TARA for Automotive Full-Lifecycle Security,arxiv,2504.18083,canonical,search:arxiv:2504.18083
arxiv:2504.19678,,From LLM Reasoning to Autonomous AI Agents: A Comprehensive Review,arxiv,2504.19678,canonical,search:doi:10.1109/access.2026.3698694
arxiv:2504.19838,,LLM-Powered GUI Agents in Phone Automation: Surveying Progress and Prospects,arxiv,2504.19838,canonical,search:doi:10.20944/preprints202501.0413.v1
arxiv:2504.20094,,Toward Safe and Human-Aligned Game Conversational Recommendation via Multi-Agent Decomposition,arxiv,2504.20094,canonical,search:doi:10.18653/v1/2026.findings-eacl.238
arxiv:2504.20965,,AegisLLM: Scaling Agentic Systems for Self-Reflective Defense in LLM Security,arxiv,2504.20965,canonical,search:arxiv:2504.20965
arxiv:2505.01900,,CAMOUFLAGE: Exploiting Misinformation Detection Systems Through LLM-driven Adversarial Claim Transformation,arxiv,2505.01900,canonical,search:arxiv:2505.01900
schroederdewitt2025openchallenges,schroederdewitt2025openchallenges,Open Challenges in Multi-Agent Security: Towards Secure Systems of Interacting AI Agents,arxiv,2505.02077,canonical,canonical:schroederdewitt2025openchallenges
arxiv:2505.03161,,An LLM-based Self-Evolving Security Framework for 6G Space-Air-Ground Integrated Networks,arxiv,2505.03161,canonical,search:doi:10.1109/mcom.003.2400695
cui2025maris,cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,arxiv,2505.04799,canonical,broad:arxiv:2505.04799;canonical:cui2025maris;search:arxiv:2505.04799;targeted:arxiv:2505.04799
arxiv:2505.04843,,Large Language Models are Autonomous Cyber Defenders,arxiv,2505.04843,canonical,search:doi:10.1109/cai64502.2025.00195
arxiv:2505.05665,,Characterizing the Robustness of Black-Box LLM Planners Under Perturbed Observations with Adaptive Stress Testing,arxiv,2505.05665,canonical,search:doi:10.18653/v1/2026.findings-acl.1966
arxiv:2505.06821,,ThreatLens: LLM-guided Threat Modeling and Test Plan Generation for Hardware Security Verification,arxiv,2505.06821,canonical,search:arxiv:2505.06821
arxiv:2505.08054,,FalseReject: A Resource for Improving Contextual Safety and Mitigating Over-Refusals in LLMs via Structured Reasoning,arxiv,2505.08054,canonical,search:arxiv:2505.08054
arxiv:2505.08532,,The Truth Becomes Clearer Through Debate! Multi-Agent Systems with Large Language Models Unmask Fake News,arxiv,2505.08532,canonical,search:doi:10.1145/3726302.3730092
arxiv:2505.10961,,Let the Trial Begin: A Mock-Court Approach to Vulnerability Detection using LLM-Based Agents,arxiv,2505.10961,canonical,search:doi:10.1145/3744916.3773256
supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning,arxiv,2505.11642,route_alias,broad:doi:10.1109/iri66576.2025.00051;peerfirst:doi:10.1109/iri66576.2025.00051;search:doi:10.1109/iri66576.2025.00051;targeted:doi:10.1109/iri66576.2025.00051;venue:ieee_iri_2025:10_1109_iri66576_2025_00051
arxiv:2505.11963,,MARVEL: Multi-Agent RTL Vulnerability Extraction using Large Language Models,arxiv,2505.11963,canonical,search:doi:10.1145/3832325
arxiv:2505.12442,,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,arxiv,2505.12442,canonical,broad:arxiv:2505.12442;search:arxiv:2505.12442;targeted:arxiv:2505.12442
arxiv:2505.13008,,Adversarial Reasoning for Repair Based on Inferred Program Intent,arxiv,2505.13008,canonical,search:arxiv:2505.13008
arxiv:2505.13195,,Adversarial Testing in LLMs: Insights into Decision-Making Vulnerabilities,arxiv,2505.13195,canonical,search:arxiv:2505.13195
arxiv:2505.13466,,AgentSGEN: Multi-Agent LLM in the Loop for Semantic Collaboration and GENeration of Synthetic Data,arxiv,2505.13466,canonical,search:arxiv:2505.13466
arxiv:2505.13862,,PandaGuard: Systematic Evaluation of LLM Safety in the Era of Jailbreaking Attacks,arxiv,2505.13862,canonical,search:arxiv:2505.13862
arxiv:2505.14886,,Strategic Planning and Rationalizing on Trees Make LLMs Better Debaters,arxiv,2505.14886,canonical,search:arxiv:2505.14886
arxiv:2505.15793,,HCRMP: A LLM-Hinted Contextual Reinforcement Learning Framework for Autonomous Driving,arxiv,2505.15793,canonical,search:arxiv:2505.15793
arxiv:2505.16120,,LLM-Powered AI Agent Systems and Their Applications in Industry,arxiv,2505.16120,canonical,search:doi:10.1109/aiiot65859.2025.11105299
arxiv:2505.17416,,LLM-BSCVM: An LLM-Based Blockchain Smart Contract Vulnerability Management Framework,arxiv,2505.17416,canonical,search:arxiv:2505.17416
arxiv:2505.18156,,InjectLab: A Tactical Framework for Adversarial Threat Modeling Against Large Language Models,arxiv,2505.18156,canonical,search:arxiv:2505.18156
supp_comet_metaphor_driven_covert_communication_for_multi_agent_language_games,supp_comet_metaphor_driven_covert_communication_for_multi_agent_language_games,CoMet: Metaphor-Driven Covert Communication for Multi-Agent Language Games,arxiv,2505.18218,canonical,broad:doi:10.18653/v1/2025.acl-long.389;peerfirst:doi:10.18653/v1/2025.acl-long.389;search:doi:10.18653/v1/2025.acl-long.389;targeted:doi:10.18653/v1/2025.acl-long.389;venue:acl_2025:10_18653_v1_2025_acl_long_389
zhu2025master,zhu2025master,MASTER: Multi-Agent Security Through Exploration of Roles and Topological Structures - A Comprehensive Framework,arxiv,2505.18572,canonical,broad:arxiv:2505.18572;peerfirst:arxiv:2505.18572;search:arxiv:2505.18572;targeted:arxiv:2505.18572;venue:findings_of_emnlp:10_18653_v1_2025_findings_emnlp_917
arxiv:2505.18596,,Debate-to-Detect: Reformulating Misinformation Detection as a Real-World Debate with Large Language Models,arxiv,2505.18596,canonical,search:arxiv:2505.18596
arxiv:2505.19184,,"When Two LLMs Debate, Both Think They'll Win",arxiv,2505.19184,canonical,search:arxiv:2505.19184
zhou2025guardian,zhou2025guardian,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,arxiv,2505.19234,canonical,broad:arxiv:2505.19234;peerfirst:arxiv:2505.19234;search:arxiv:2505.19234;targeted:arxiv:2505.19234;venue:neurips:10_48550_arxiv_2505_19234
arxiv:2505.19562,,AMQA: An Adversarial Dataset for Benchmarking Bias of LLMs in Medicine and Healthcare,arxiv,2505.19562,canonical,search:arxiv:2505.19562
arxiv:2505.19828,,SecVulEval: Benchmarking LLMs for Real-World C/C++ Vulnerability Detection,arxiv,2505.19828,canonical,search:arxiv:2505.19828
arxiv:2505.20670,,MIRROR: Multi-agent Intra- and Inter-Reflection for Optimized Reasoning in Tool Learning,arxiv,2505.20670,canonical,search:doi:10.24963/ijcai.2024/14
chen2025medsentry,chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,arxiv,2505.20824,canonical,broad:arxiv:2505.20824;canonical:chen2025medsentry;peerfirst:arxiv:2505.20824;search:arxiv:2505.20824;targeted:arxiv:2505.20824
arxiv:2505.21418,,FUAS-Agents: Autonomous Multi-Modal LLM Agents for Treatment Planning in Focused Ultrasound Ablation Surgery,arxiv,2505.21418,canonical,search:arxiv:2505.21418
arxiv:2505.21741,,AI-Supported Platform for System Monitoring and Decision-Making in Nuclear Waste Management with Large Language Models,arxiv,2505.21741,canonical,search:arxiv:2505.21741
arxiv:2505.21784,,Towards Safety Reasoning in LLMs: AI-agentic Deliberation for Policy-embedded CoT Data Creation,arxiv,2505.21784,canonical,search:doi:10.70777/si.v2i3.15249
arxiv_2505_22960,arxiv_2505_22960,Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness,arxiv,2505.22960,canonical,broad:arxiv:2505.22960;canonical:arxiv_2505_22960;peerfirst:arxiv:2505.22960;search:arxiv:2505.22960;targeted:arxiv:2505.22960
supp_understanding_the_information_propagation_effects_of_communication_topologies_in,supp_understanding_the_information_propagation_effects_of_communication_topologies_in,Understanding the Information Propagation Effects of Communication Topologies in LLM-based Multi-Agent Systems,arxiv,2505.23352,canonical,broad:doi:10.18653/v1/2025.emnlp-main.623;peerfirst:doi:10.18653/v1/2025.emnlp-main.623;search:doi:10.18653/v1/2025.emnlp-main.623;targeted:doi:10.18653/v1/2025.emnlp-main.623;venue:emnlp_2025:10_18653_v1_2025_emnlp_main_623
arxiv:2505.23803,,MultiPhishGuard: An Explainable and Adaptive Multi-Agent LLM System for Phishing Email Detection,arxiv,2505.23803,canonical,search:arxiv:2505.23803
ko2026sevenchallenges,ko2026sevenchallenges,Seven Security Challenges in Cross-Domain Multi-Agent LLM Systems,arxiv,2505.23847,canonical,search:doi:10.1038/s44387-026-00128-9
arxiv_2505_24201,arxiv_2505_24201,SentinelAgent: Graph-based Anomaly Detection in Multi-Agent Systems,arxiv,2505.24201,canonical,broad:arxiv:2505.24201;canonical:arxiv_2505_24201;peerfirst:arxiv:2505.24201;search:arxiv:2505.24201;targeted:arxiv:2505.24201
ebrahimi2025credibility,ebrahimi2025credibility,An Adversary-Resistant Multi-Agent LLM System via Credibility Scoring,arxiv,2505.24239,canonical,broad:doi:10.48448/99k0-6828;peerfirst:doi:10.48448/99k0-6828;search:doi:10.48448/99k0-6828;structured-exclude:ebrahimi2025credibility_preprint;targeted:doi:10.48448/99k0-6828;venue:ijcnlp_aacl:10_18653_v1_2025_ijcnlp_long_90
li2025argus,li2025argus,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,arxiv,2506.00509,canonical,broad:arxiv:2506.00509;canonical:li2025argus;search:arxiv:2506.00509;targeted:arxiv:2506.00509
