work_key,canonical_paper_id,title,doi,arxiv_id,decision,decision_source,decision_strength,rationale,reviewer,reviewed_at,locked,human_signoff_required,previous_work_keys,notes
arxiv:2506.00641,,AgentAuditor: Human-Level Safety and Security Evaluation for LLM Agents,,2506.00641,exclude,search:arxiv:2506.00641,55,Parent screening assigned an exclusion decision.,,,no,yes,,
title:c576bbf90d190c14,,AgentDrift: Unsafe Recommendation Drift Under Tool Corruption Hidden by Ranking Metrics in LLM Agents,,,exclude,search:title:ddc209da9a3f9aabc3a0,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2604.18231,,AgenTEE: Confidential LLM Agent Execution on Edge Devices,,2604.18231,exclude,search:arxiv:2604.18231,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.2139/ssrn.6589479,,AgentForensics: Exploring the Real-Time Prompt Injection Detection and Forensics Threats in LLM Agents,10.2139/ssrn.6589479,,exclude,search:doi:10.2139/ssrn.6589479,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/saner67736.2026.00027,,AgentHAB: Automating OpenHAB Rule Generation with Multi-Agent Policy and Validation,10.1109/saner67736.2026.00027,,exclude,search:doi:10.1109/saner67736.2026.00027,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2410.09024,,AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents,,2410.09024,exclude,search:arxiv:2410.09024,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.29121/digisecforensics.v2.i1.2025.86,,"AGENTIC AI AND CYBER SECURITY: AUTONOMOUS THREAT HUNTING, INTRUSION DETECTION, AND ADAPTIVE DEFENSE MECHANISMS IN A WORLD OF INCREASINGLY SOPHISTICATED CYBER ATTACKS",10.29121/digisecforensics.v2.i1.2025.86,,exclude,search:doi:10.29121/digisecforensics.v2.i1.2025.86,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2512.23480,,Agentic AI for Autonomous Defense in Software Supply Chain Security: Beyond Provenance to Vulnerability Mitigation,10.1109/icca66035.2025.11430751,2512.23480,exclude,search:doi:10.1109/icca66035.2025.11430751,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.63282/3050-922x.ijeret-v7i2p134,,"Agentic AI for Autonomous Software Maintenance: A Retrieval-Augmented Multi-Agent Framework for Bug Localization, Patch Generation, and Regression Validation",10.63282/3050-922x.ijeret-v7i2p134,,exclude,search:doi:10.63282/3050-922x.ijeret-v7i2p134,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/milcom64451.2025.11310253,,Agentic AI for Cyber Defense: LLM-Guided Hierarchical Multi-Agent Reinforcement Learning,10.1109/milcom64451.2025.11310253,,exclude,search:doi:10.1109/milcom64451.2025.11310253,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/icih67754.2025.11608756,,"Agentic AI for Cybersecurity: Orchestrating Specialised Large Language Model Agents for Autonomous, Safe, and Scalable Penetration Testing",10.1109/icih67754.2025.11608756,,exclude,search:doi:10.1109/icih67754.2025.11608756,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2603.11392,,Agentic AI for Embodied-enhanced Beam Prediction in Low-Altitude Economy Networks,,2603.11392,exclude,search:arxiv:2603.11392,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1145/3711896.3737871,,Agentic AI for Enterprise: Emerging Applications and Real-world Challenges,10.1145/3711896.3737871,,exclude,search:doi:10.1145/3711896.3737871,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2508.10146,,"Agentic AI Frameworks: Architectures, Protocols, and Design Challenges",,2508.10146,exclude,search:arxiv:2508.10146,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/iciics67880.2026.11483602,,Agentic AI Frameworks: Orchestration Architectures and Autonomous LLM-Based Reasoning Systems,10.1109/iciics67880.2026.11483602,,exclude,search:doi:10.1109/iciics67880.2026.11483602,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.2139/ssrn.6242918,,Agentic AI Governance Framework for Real-Time Fraud Detection in Digital Payment Systems: A Multi-Layered Architecture for Financial Security,10.2139/ssrn.6242918,,exclude,search:doi:10.2139/ssrn.6242918,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2602.04813,,AGENTIC AI IN HEALTHCARE &amp; MEDICINE: A SEVEN-DIMENSIONAL TAXONOMY FOR EMPIRICAL EVALUATION OF LLM-BASED AGENTS,10.1109/access.2026.3651218,2602.04813,exclude,search:doi:10.1109/access.2026.3651218,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2605.14675,,Agentic AI in Industry: Adoption Level and Deployment Barriers,,2605.14675,exclude,search:arxiv:2605.14675,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.32996/jcsts.2026.8.4.1,,Agentic AI Modernization: Transforming Institutional Infrastructure Through Orchestrated Multi-Agent LLM Framework,10.32996/jcsts.2026.8.4.1,,exclude,search:doi:10.32996/jcsts.2026.8.4.1,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.5281/zenodo.18786200,,Agentic AI Project Manager: Multi-Agent Orchestration with Local LLMs,10.5281/zenodo.18786200,,exclude,search:doi:10.5281/zenodo.18786200,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.5281/zenodo.19002746,,Agentic AI Systems for Enterprise Software Automation: A Framework for Autonomous Decision-Making in Multi-Tenant Environments,10.5281/zenodo.19002746,,exclude,search:doi:10.5281/zenodo.19002746,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.55041/ijsrem55390,,"Agentic AI, Autonomous Agents, and Multi-Agent Systems: Concepts, Challenges, and Research Pathways",10.55041/ijsrem55390,,exclude,search:doi:10.55041/ijsrem55390,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.52710/cfs.708,,Agentic AI-Powered Automation: A New Paradigm for Healthcare Workflow Optimization,10.52710/cfs.708,,exclude,search:doi:10.52710/cfs.708,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.59256/indjcst.20250402043,,Agentic Approach in the Quest for AGI,10.59256/indjcst.20250402043,,exclude,search:doi:10.59256/indjcst.20250402043,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.20120606,,Agentic Artificial Intelligence: Autonomous Multi-Agent Workflows and Orchestration,10.5281/zenodo.20120606,,exclude,search:doi:10.5281/zenodo.20120606,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.54097/2wmsj534,,Agentic Commerce: A Unified Multi-Retrieval Framework for High-Fidelity E-Commerce Chatbots,10.54097/2wmsj534,,exclude,search:doi:10.54097/2wmsj534,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.18924281,,"Agentic Fraud as Extended Phenotype: ScamAgent, Parasitic Spontaneous Order, and the Evolutionary Logic of LLM-Mediated Deception",10.5281/zenodo.18924281,,exclude,search:doi:10.5281/zenodo.18924281,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/icnwc68145.2026.11518378,,Agentic LLM-Driven Cyber Threat Hunting Using MITRE ATT&amp;CK Knowledge Mapping and Graph-Based Evidence Correlation,10.1109/icnwc68145.2026.11518378,,exclude,search:doi:10.1109/icnwc68145.2026.11518378,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/rcae66389.2025.11355202,,Agentic Planning for Power System Simulation Task Orchestrations Based on Multi-Agent Systems,10.1109/rcae66389.2025.11355202,,exclude,search:doi:10.1109/rcae66389.2025.11355202,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/iwcmc69287.2026.11579813,,Agentic SOC: A Hierarchical Swarm-Orchestrated Multi-Agent LLM Architecture for Autonomous OT Cyber Defense,10.1109/iwcmc69287.2026.11579813,,exclude,search:doi:10.1109/iwcmc69287.2026.11579813,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2509.26100,,AgenticEval: Toward Agentic and Self-Evolving Safety Evaluation of Large Language Models,10.18653/v1/2026.findings-acl.727,2509.26100,exclude,search:doi:10.18653/v1/2026.findings-acl.727,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.19859416,,Agenticracy™ Metric: A Public Baseline Standard for Measuring Epistemic Congruence and Metacognitive Regulation in LLM Outputs - A 132-Entity Validation Study,10.5281/zenodo.19859416,,exclude,search:doi:10.5281/zenodo.19859416,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2601.21936,,AgenticSimLaw: A Juvenile Courtroom Multi-Agent Debate Simulation for Explainable High-Stakes Tabular Decision Making,,2601.21936,exclude,search:arxiv:2601.21936,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2605.01739,,AgenticVM: Agentic AI for Adaptive Software Vulnerability Management,10.1109/ms.2026.3691090,2605.01739,exclude,search:doi:10.1109/ms.2026.3691090,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2602.16901,,AgentLAB: Benchmarking LLM Agents against Long-Horizon Attacks,,2602.16901,exclude,structured-exclude:jiang2026agentlab,95,The benchmark evaluates individual tool-using agents under multi-turn user-agent-environment attacks and does not require multiple interacting LLM agent cores,,,no,yes,,
arxiv:2606.22673,,AgentLens: Interpretable Safety Steering via Mechanistic Subspaces for Multi-Turn Coding Agent,,2606.22673,exclude,search:arxiv:2606.22673,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2507.19902,,AgentMesh: A Cooperative Multi-Agent Generative AI Framework for Software Development Automation,,2507.19902,exclude,search:arxiv:2507.19902,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2504.00587,,AgentNet: Decentralized Evolutionary Coordination for LLM-based Multi-Agent Systems,10.32388/ws0vim,2504.00587,exclude,search:doi:10.32388/ws0vim,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2603.07557,,AgentRaft: Automated Detection of Data Over-Exposure in LLM Agents,,2603.07557,exclude,search:arxiv:2603.07557,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2606.11869,,Agents All the Way Down; A Methodology for Building Custom AI Agents from Substrate to Production,,2606.11869,exclude,search:arxiv:2606.11869,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2502.00406,,Agents Are All You Need for LLM Unlearning,,2502.00406,exclude,search:arxiv:2502.00406,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2506.04651,,Agents of Change: Self-Evolving LLM Agents for Strategic Planning,,2506.04651,exclude,search:arxiv:2506.04651,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2410.14209,,Agents4PLC: Automating Closed-Loop PLC Code Generation and Verification in Industrial Control Systems Using LLM-Based Agents,10.1109/tse.2026.3667895,2410.14209,exclude,search:doi:10.1109/tse.2026.3667895,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2408.03624,,AgentsCoMerge: Large Language Model Empowered Collaborative Decision Making for Ramp Merging,10.1109/tmc.2025.3564163,2408.03624,exclude,search:doi:10.1109/tmc.2025.3564163,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2602.22724,,AgentSentry: Mitigating Indirect Prompt Injection in LLM Agents via Temporal Causal Diagnostics and Context Purification,,2602.22724,exclude,search:arxiv:2602.22724,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2505.13466,,AgentSGEN: Multi-Agent LLM in the Loop for Semantic Collaboration and GENeration of Synthetic Data,,2505.13466,exclude,search:arxiv:2505.13466,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.5281/zenodo.20677148,,AgentShield Bench: Evaluating the Security Resilience of OpenAI and Gemini LLM Agents Against Adversarial Agent Workflows,10.5281/zenodo.20677148,,exclude,search:doi:10.5281/zenodo.20677148,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2508.02736,,AgentSight: System-Level Observability for AI Agents Using eBPF,10.1145/3766882.3767169,2508.02736,exclude,search:doi:10.1145/3766882.3767169,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.18877897,,"AGI A Concrete Persistent-World, Skill-Compiling, Causally-Grounded Architecture Beyond Transformer LLMs",10.5281/zenodo.18877897,,exclude,search:doi:10.5281/zenodo.18877897,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2605.29910,,Agora: Toward Autonomous Bug Detection in Production-Level Consensus Protocols with LLM Agents,,2605.29910,exclude,search:arxiv:2605.29910,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2506.06366,,AI agent behavioral science,10.1057/s41599-026-07316-7,2506.06366,exclude,search:doi:10.1057/s41599-026-07316-7,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2602.05524,,AI Agent Systems for Supply Chains: Structured Decision Prompts and Memory Retrieval,10.65109/ujum3065,2602.05524,exclude,search:doi:10.65109/ujum3065,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2601.01743,,"AI Agent Systems: Architectures, Applications, and Evaluation",,2601.01743,exclude,search:arxiv:2601.01743,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2511.09005,,AI Founding Fathers: A Case Study of GIS Search in Multi-Agent Pipelines,,2511.09005,exclude,search:arxiv:2511.09005,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2603.21551,,AI In Cybersecurity Education - Scalable Agentic CTF Design Principles and Educational Outcomes,,2603.21551,exclude,search:arxiv:2603.21551,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/acsacw69556.2025.00033,,AI on Trial: LLM-as-a-Judge for Private and Reliable Clinical Decision-Making,10.1109/acsacw69556.2025.00033,,exclude,search:doi:10.1109/acsacw69556.2025.00033,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2512.12443,,"AI Transparency Atlas: Framework, Scoring, and Real-Time Model Card Evaluation Pipeline",,2512.12443,exclude,search:arxiv:2512.12443,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
title:495973134a8968f2,,"AI-Driven Agile Project Management System: Automated Task Decomposition, Effort Estimation, and Resource Routing via Multi-Agent Frameworks",,,exclude,search:title:916605269079c57b833a,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/mcom.001.2400577,,AI-Driven Decentralized Network Management: Leveraging Multi-Agent Large Language Models for Scalable Optimization,10.1109/mcom.001.2400577,,exclude,search:doi:10.1109/mcom.001.2400577,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2603.20678,,AI-Driven Multi-Agent Simulation of Stratified Polyamory Systems: A Computational Framework for Optimizing Social Reproductive Efficiency,,2603.20678,exclude,search:arxiv:2603.20678,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/metroxraine66377.2025.11340415,,AI-Driven Multi-Agent Systems for Automated Regulatory Analysis of Crypto Projects,10.1109/metroxraine66377.2025.11340415,,exclude,search:doi:10.1109/metroxraine66377.2025.11340415,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2604.21446,,AI-Gram: When Visual Agents Interact in a Social Network,,2604.21446,exclude,search:arxiv:2604.21446,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
