work_key,canonical_paper_id,title,publication_date,year,venue,doi,arxiv_id,primary_url,current_primary_category,recommended_primary_category,secondary_roles,category_review_status,decision,decision_source,rationale,reviewer,reviewed_at,human_signoff_required,route_types,route_ids,source_paths
doi:10.1109/icassp49660.2025.10890479,,Supervisor Alignment Framework: Enhancing LLM Alignment with Query-Ignoring Strategy and Multi-Agent Interaction,2025-04-06,2025,"IEEE International Conference on Acoustics, Speech, and Signal Processing",10.1109/icassp49660.2025.10890479,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icassp49660.2025.10890479,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.21203/rs.3.rs-8769125/v1,,Suppressing echo cascades in language-model agents with multi-critic plan selection,2026-02-20,2026,Research Square,10.21203/rs.3.rs-8769125/v1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.21203/rs.3.rs-8769125/v1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.20678936,,Switchboard: An Attention-Budgeted Human-in-the-Loop Interrupt Router for Multi-Agent Systems,2026-06-13,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20678936,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.20678936,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5361139,,Symphony: Edge-powered Decentralized Multi-agent Framework for Autonomous Co-evolving Intelligence,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5361139,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5361139,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.18614898,,SYNAPSE: A Stigmergic Protocol for Cognitive Interoperability in Multi-Agent,2026-02-11,2026,Open MIND,10.5281/zenodo.18614898,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.18614898,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6626960,,Synthetic Consilium: Multi-Agent AI Architecture Against Cognitive Bias Amplication in Executive Decision-Making,2026-03-25,2026,Zenodo (CERN European Organization for Nuclear Research),10.2139/ssrn.6626960,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6626960,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3766918.3766939,,TCLMA: A Two-dimension Contrastive Learning based Multiagent Framework for Scientific Novelty Evaluation,2025-08-04,2025,Proceedings of the 2025 International Conference on Generative Artificial Intelligence for Business,10.1145/3766918.3766939,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3766918.3766939,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7014859,,"The AI Memetic Orchestration Framework: Toward Governed, Reusable, and Auditable Multi-Agent AI Architectures",2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7014859,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7014859,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.20529423,,The Detection Dilemma: Byzantine LLM Agents Cannot Simultaneously Evade Multi-Channel Behavioral Monitors,2026-06-03,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20529423,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.20529423,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/hipcw66559.2025.00111,,The Dynamics of Bias Diffusion in Multi-Agent LLM Framework,2025-12-17,2025,"2025 IEEE 32nd International Conference on High Performance Computing, Data and Analytics Workshop (HiPCW)",10.1109/hipcw66559.2025.00111,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/hipcw66559.2025.00111,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.66693/mathai.1007,,The Evolution of Mind: Emergence of Collective Intelligence through Logical-Probabilistic Knowledge Dynamics in Multi-Agent ENIGMA Metaverse Ecosystems,2026-05-22,2026,Mathematics &amp; AI,10.66693/mathai.1007,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.66693/mathai.1007,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6484623,,The Hive: A Stigmergic Multi-Agent Evolutionary Architecture for Autonomous Trading System,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6484623,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6484623,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3774905.3795475,,"The More You Say, the More You Risk: Ethical Concerns in Large Language Model Reasoning Frameworks",2026-05-28,2026,The Web Conference,10.1145/3774905.3795475,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3774905.3795475,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5942397,,The Physics of Relational Intelligence: Evidence of Macroscopic Coherence in Multi-Agent Systems,2025-12-19,2025,Zenodo (CERN European Organization for Nuclear Research),10.2139/ssrn.5942397,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5942397,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/tse.2025.3632508,,The Power of Small LLMs: A Multi-Agent for Code Generation via Dynamic Precaution Tuning,2025-11-13,2025,IEEE Transactions on Software Engineering,10.1109/tse.2025.3632508,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/tse.2025.3632508,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.33767/osf.io/sjtp2_v1,,The Spiral of Attention: How Disruptive Agents Centralize Multi-Agent AI Deliberation Networks,2026-02-17,2026,Zenodo (CERN European Organization for Nuclear Research),10.33767/osf.io/sjtp2_v1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.33767/osf.io/sjtp2_v1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6172280,,The State of Evaluating LLM Agents,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6172280,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6172280,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3774904.3793050,,Think Then Recommend: An LLM-Powered Multi-Agent Framework for Personalized Conversational Recommender System in E-Commerce,2026-04-13,2026,The Web Conference,10.1145/3774904.3793050,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3774904.3793050,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6683241,,"Think, Retrieve, Verify: Multi-Agent Collaboration for Retrieval Augmented Generation Systems",2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6683241,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6683241,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-27993-4_6,,Threat Model-Driven Test Framework for Security and Privacy of Agentic LLM Applications,2026-01-01,2026,IFIP advances in information and communication technology,10.1007/978-3-032-27993-4_6,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-27993-4_6,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.20671082,,"TOAP: The Token-Optimized Agent Protocol — Reference, Summary, or KV Cache? Measuring How Multi-Agent Systems Should Share Context",2026-06-12,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20671082,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.20671082,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/tnse.2026.3680460,,Topology Linearization for Multi-Agent Systems Security: Mitigating Malicious Propagation via Path Decomposition,2026-01-01,2026,IEEE Transactions on Network Science and Engineering,10.1109/tnse.2026.3680460,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/tnse.2026.3680460,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.3390/electronics15112475,,Toward Scalable LLM-Based Multi-Agent Collaboration: A Dynamic Task Graph Approach with Asynchronous Parallel Execution,2026-06-04,2026,Electronics,10.3390/electronics15112475,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.3390/electronics15112475,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3777490.3777504,,Towards a framework for Bias Evaluation of AI Agents in Agentic Workflows,2026-01-21,2026,HCAIep,10.1145/3777490.3777504,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3777490.3777504,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/s13042-025-02816-5,,Towards efficient optimization of multi-agent social simulation via large language models,2026-01-01,2026,International Journal of Machine Learning and Cybernetics,10.1007/s13042-025-02816-5,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/s13042-025-02816-5,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.ress.2026.112560,,Towards intelligent safety assessment under blast loading: A large language model-powered multi-agent framework,2026-03-09,2026,Reliability Engineering & System Safety,10.1016/j.ress.2026.112560,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.ress.2026.112560,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6981144,,Trace: Contrastive Multi-Agent Triage for Security Compliance Auditing,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6981144,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6981144,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7112999,,TradeBench: Domain-Specific Evaluation of Language Models and Multi-Agent Systems for Cross-Border Trade Execution,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7112999,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7112999,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2606.17203,,Trust-Aware Multi-Agent Traceability: Confidence-Calibrated Knowledge Graphs for Consistent Software Artifact Management,2026-06-09,2026,Mediterranean Conference on Embedded Computing,10.1109/meco70748.2026.11579021,2606.17203,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/meco70748.2026.11579021,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/icaiset66439.2026.11541707,,Trust-Aware Runtime Verification for Autonomous LLM Agent Systems,2026-04-21,2026,"2026 International Conference on Artificial Intelligence, Systems, and Emerging Technologies (ICAISET)",10.1109/icaiset66439.2026.11541707,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icaiset66439.2026.11541707,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6866720,,Trustable LLM Applications with Privacy-preserving Computations and Decentralized Tech Stacks,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6866720,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6866720,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3767295.3803586,,TrustWeave: Integrity Measurement and Attestation For Multi-Cloud LLMs,2026-04-26,2026,European Conference on Computer Systems,10.1145/3767295.3803586,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3767295.3803586,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.procs.2026.04.142,,"Trustworthy Causal Reasoning in LLM-based Multi-Agent Smart Building Systems: A Multi-Level Evaluation Across Observational, Interventional, and Counterfactual Tasks",2026-01-01,2026,Procedia Computer Science,10.1016/j.procs.2026.04.142,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.procs.2026.04.142,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/cscwd68734.2026.11581735,,TTP-MAS: A Collaborative Multi-Agent System for Uncertainty-Aware TTP Extraction,2026-05-13,2026,International Conference on Computer Supported Cooperative Work in Design,10.1109/cscwd68734.2026.11581735,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/cscwd68734.2026.11581735,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.eswa.2026.132859,,UFA: An LLM-driven UAV forensic intelligent agent for low-altitude public security,2026-05-14,2026,Expert Systems with Applications,10.1016/j.eswa.2026.132859,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.eswa.2026.132859,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-981-95-2725-0_9,,UMAD: Enhancing LLM Debiasing via Multi-agent Debate and Token-Level Bias Interpretation,2025-10-31,2025,Lecture notes in computer science,10.1007/978-981-95-2725-0_9,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-981-95-2725-0_9,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/jas.2026.125993,,Understanding Agentic AI: Algorithms and Infrastructure,2026-04-01,2026,IEEE/CAA Journal of Automatica Sinica,10.1109/jas.2026.125993,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/jas.2026.125993,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3774904.3792486,,Unicoon: Hypergraph-based Multi-Agent Simulation of Information Cocoons,2026-04-12,2026,The Web Conference,10.1145/3774904.3792486,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3774904.3792486,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-10486-1_33,,Using LLM Agents for Data Integration in Cybersecurity Incidents,2025-11-05,2025,Lecture notes in computer science,10.1007/978-3-032-10486-1_33,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-10486-1_33,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3748522.3779997,,VERITAS: A Multi-Agent Verification-Based Framework for Reliable Intelligent Tutoring Systems,2026-03-23,2026,ACM Symposium on Applied Computing,10.1145/3748522.3779997,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3748522.3779997,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.34190/icair.5.1.4157,,Where Should Control Reside in Multi-Agent Language-Model Systems?,2025-12-04,2025,International Conference on AI Research,10.34190/icair.5.1.4157,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.34190/icair.5.1.4157,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.20413765,,XunMing-AI: A Trias Politica Multi-Agent Harness Framework for High-Fidelity Logic Synthesis,2026-05-27,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20413765,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.20413765,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.21428132,,Your Agents Work as Expected. That's the Problem. : Prompt-Injection Cascades in a Multi-Agent Enterprise: A Forensic Study,2026-06-01,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.21428132,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.21428132,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/ichora69329.2026.11537001,,Zero-trust Conceptual Architecture for Secure Integration of Large Language Models and Autonomous AI Agents,2026-05-21,2026,"2026 8th International Congress on Human-Computer Interaction, Optimization and Robotic Applications (ICHORA)",10.1109/ichora69329.2026.11537001,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/ichora69329.2026.11537001,corpus/sets/01_search_catalog/search_catalog.csv
